id,lat,lon,linea,estacion,barrio
48.00000000000,-34.6227196661278,-58.3915116999715,E,ENTRE RIOS - RODOLFO WALSH,San Cristobal
49.00000000000,-34.6231098657791,-58.3970680746626,E,PICHINCHA,San Cristobal
50.00000000000,-34.6238657115835,-58.4029365802561,E,JUJUY,San Cristobal
51.00000000000,-34.6246537864662,-58.4093907834436,E,URQUIZA,San Cristobal
52.00000000000,-34.6280175487742,-58.4338162502395,E,JOSE MARIA MORENO,Parque Chacabuco
53.00000000000,-34.6310418421655,-58.4421707059653,E,EMILIO MITRE,Parque Chacabuco
59.00000000000,-34.6363891893858,-58.4502782563709,E,MEDALLA MILAGROSA,Parque Chacabuco
60.00000000000,-34.627015467002,-58.4267890228972,E,AV. LA PLATA,Parque Chacabuco
61.00000000000,-34.6253661058926,-58.4155328189678,E,BOEDO,Boedo
67.00000000000,-34.6433121624098,-58.4616517616898,E,PLAZA DE LOS VIRREYES - EVA PERON,Flores
68.00000000000,-34.640137352298,-58.4578917557731,E,VARELA,Flores
1.00000000000,-34.635750180343,-58.3989275853601,H,CASEROS,Parque Patricios
2.00000000000,-34.6293756575728,-58.4009695560165,H,INCLAN,Parque Patricios
3.00000000000,-34.6230923205019,-58.402322730424,H,HUMBERTO 1°,San Cristobal
4.00000000000,-34.6152421522706,-58.40473171649,H,VENEZUELA,Balvanera
5.00000000000,-34.6089352416216,-58.4060363810352,H,ONCE - 30 DE DICIEMBRE,Balvanera
77.00000000000,-34.6044902016081,-58.4054503284842,H,CORRIENTES,Balvanera
78.00000000000,-34.6384059882851,-58.4057948259686,H,PARQUE PATRICIOS,Parque Patricios
79.00000000000,-34.6412689433909,-58.4123851512005,H,HOSPITALES,Parque Patricios
84.00000000000,-34.5984551117734,-58.4037214964387,H,CÓRDOBA,Balvanera
85.00000000000,-34.5874615464262,-58.3972155751019,H,LAS HERAS,Recoleta
86.00000000000,-34.5945253962188,-58.402376175035,H,SANTA FE - CARLOS JA,Recoleta
